row_id,fac,direction_number,direction_name,primary_theme,secondary_theme,classification_confidence,classified_on,classification_notes,classification_status
686_2,686,2,Create and Sustain Organizational Resilience,WRK,ORG,high,full,"Primary WRK: Actions heavily emphasize workforce elements (safe work environment, recruitment, retention, succession planning, comprehensive staff training). Secondary ORG: Organizational processes like project/change management methodologies and technology integration reflect how the hospital operates institutionally. Financial capacity building present but serves broader organizational resilience, not financial sustainability as primary goal.",ok
686_3,686,3,Integrate and partner with others to better serve our community,PAR,ACC,high,full,"Clear partnership focus with Ontario Health Team, campus of care development, and shared resources. Secondary ACC assigned due to substantial emphasis on service delivery and meeting community needs through integrated care models.",ok
686_4,686,4,Seek and Optimize Financial Resources,FIN,PAR,high,full,"Primary is clearly FIN: direction name explicitly states 'optimize financial resources' and actions focus on capitalizing on funding opportunities, resource allocation, and new revenue streams. Secondary PAR is warranted because the description emphasizes partnerships and collaboration to develop a high-performing system, and actions reference regional/Ministry opportunities requiring external collaboration.",ok
695_1,695,1,Quality,PAT,WRK,high,full,"Primary PAT: Core focus on patient outcomes, experiences, quality improvement, and care excellence. Secondary WRK: Substantial emphasis on 'our people' and 'our teams' fostering partnerships and striving for excellence, indicating workforce engagement and culture as a key enabler of quality.",ok
695_2,695,2,Research & Innovation,RES,INN,high,full,Clear dual focus: research advancement and discovery (RES) paired with innovation culture and best practice application (INN). Both themes substantially represented in description and actions.,ok
695_3,695,3,Sustainability,FIN,ORG,medium,full,"Primary FIN: resource maximization, strategic integration for value, and investment prioritization all point to financial sustainability and resource stewardship. Secondary ORG: culture of generosity, collaboration, and shared responsibility reflects organizational culture. Environmental sustainability ('care of the earth') is mentioned but not dominant enough to override the financial/resource focus.",ok
695_4,695,4,Access,ACC,EDI,high,full,"Primary theme is clearly ACC based on 'equitable access', 'transitions in care', and 'continuum of care' language. Secondary theme EDI is substantially present through explicit focus on inclusive services, anti-discrimination, system inequities, and Indigenous reconciliation — not merely mentioned but central to multiple actions.",ok
695_5,695,5,Inclusive & Healthy workplace,WRK,EDI,high,full,"Primary WRK: Core focus on workplace health, well-being, belonging, professional development, recognition, leadership accessibility, and accountability. Secondary EDI: Explicit commitment to inclusive workplaces free from discrimination and systemic inequities is substantial enough to warrant secondary classification.",ok
696_1,696,1,System Integration,PAR,ACC,high,full,"Primary PAR: Core focus on external collaboration, partnerships, and Ontario Health Team participation. Secondary ACC: Service expansion and meeting population needs through integrated delivery model. Standardization between sites supports both integration and access goals.",ok
696_2,696,2,People Centered-Care,PAT,EDI,high,full,"Primary theme is clearly patient-centred care, quality, and patient experience (right care, right time, right place, patient voices, holistic needs). Secondary theme EDI is explicitly stated as a key action integrating EDI principles into culture. The direction fundamentally focuses on how care is delivered to patients with EDI as an important supporting principle.",ok
696_3,696,3,Infrastructure,INF,INN,high,full,"Primary INF: Core focus on physical infrastructure (ED/ICU renovations), facilities, equipment, processes, and operational excellence. Secondary INN: Substantial digital transformation component (Meditech Expanse implementation, automation, data support). Quality improvement mentioned but treated as operational methodology rather than patient-focused quality (PAT).",ok
696_4,696,4,Health and Human Resources,WRK,NA,high,full,"Clear workforce focus: recruitment, retention, employee safety/wellness, labour relations, work environment. Final action mentions 'people-centered care' but in context of supporting clinical providers (workforce enablement), not patient experience strategy.",ok
696_5,696,5,Communication,ORG,NA,high,full,"Communication is framed as foundational to organizational functioning and culture ('heart of what we do', 'vehicle to get our work done'). The comprehensive framework and integration across all work aspects indicates organizational excellence and how the institution operates, rather than serving a specific functional purpose like patient engagement or partnership building.",ok
696_6,696,6,Fiscal Accountability,FIN,NA,high,full,NA,ok
701_1,701,1,Patient Care Excellence,PAT,INN,high,full,"Primary theme is clearly PAT: focus on patient care excellence, quality, safety, High Reliability Organizing, Zero Harm, patient experience, and person-centred care. Secondary theme INN is substantially present through explicit emphasis on 'digital innovations and intelligent systems,' 'digital solutions,' and 'data-driven decision-making' to elevate care delivery. The empathetic communication and safety culture elements reinforce PAT as primary.",ok
701_2,701,2,People are our Strength,WRK,NA,high,full,"Clear workforce focus throughout: recruitment, retention, engagement, learning, leadership development, belonging, wellness, safety. ERP system mentioned but framed as supporting staff experience and meaningful work, not as operational infrastructure per se. No substantial secondary theme warranted.",ok
701_3,701,3,Growing with our Communities,ACC,INF,high,full,"Primary theme is ACC: core focus is expanding service capacity, access to specialized care, and meeting rising demand driven by population growth. Secondary theme is INF: substantial emphasis on capital planning (shelled floors, site planning for Mackenzie Richmond Hill Hospital redevelopment, land strategies, seniors' development). The direction is fundamentally about access and capacity, enabled by infrastructure investment.",ok
701_4,701,4,Integrated Care,PAR,ACC,high,full,"Primary theme is PAR due to strong emphasis on system integration, Ontario Health Team leadership, and multi-partner collaboration to strengthen the broader health system. Secondary theme is ACC because the direction explicitly addresses access gaps, care transitions, and service delivery models. The integration work serves both partnership-building and access improvement goals.",ok
701_5,701,5,Education and Research,RES,WRK,high,full,"Primary RES: Core focus on academic mission (medical education, clinical placements, York University School of Medicine partnership, Research Council, clinical trials). Secondary WRK: Explicit mention of recruitment and retention benefits, and connecting learners to jobs at the hospital. The workforce element is substantial enough to warrant secondary classification.",ok
701_6,701,6,Digital Solutions,INN,NA,high,name_description,"Clear focus on digital transformation, AI, and technology adoption. While the goal is to 'enable world-class care', the strategic intent is fundamentally about innovation and digital health infrastructure rather than care delivery itself.",ok
701_7,701,7,Financial Health,FIN,NA,high,name_description,"Clear financial sustainability focus. Description emphasizes financial resilience as the core strategic intent, with improved care as the outcome enabled by financial health rather than a co-equal theme.",ok
701_8,701,8,Strategic Partnerships,PAR,NA,high,name_description,Clear focus on external collaborative relationships and community partnerships. Innovation mentioned as an outcome of partnerships rather than a primary focus on digital/technology innovation.,ok
704_1,704,1,Chosen Workplace,WRK,EDI,high,full,"Primary WRK: Core focus on recruitment, retention, employee engagement, recognition, and internal communications. Secondary EDI: Explicit action to embed diversity, equity, and inclusive approaches at all levels. The academic collaboration action relates to workforce development (learning opportunities for current and future staff), not research programs, so it supports WRK rather than RES.",ok
704_2,704,2,Smart Growth,FIN,INF,high,full,"Primary FIN: Core focus on financial health, funding, capacity to reinvest, and sustainable stewardship. Secondary INF: Substantial emphasis on infrastructure (equipment, systems, technology, facilities) and operational scaling. Staffing structures could suggest WRK, but in context they serve capacity/efficiency goals (INF/FIN) rather than workforce culture.",ok
704_3,704,3,Care Excellence,PAT,EDI,high,full,"Primary is PAT due to core focus on quality care, patient outcomes, and clinical excellence. Secondary is EDI due to substantial emphasis on diversity, equity, inclusion, Truth & Reconciliation, and Indigenous care — these are not merely mentioned but represent concrete action items with dedicated strategy development.",ok
704_4,704,4,Connected Partner,PAR,PAT,high,full,"Primary theme is clearly PAR: all actions focus on external partnerships (Indigenous communities, primary care, health system, community organizations). Secondary theme PAT is present in the final action regarding patient partnership and voice in care design, which is a substantial patient experience component.",ok
707_1,707,1,Providing the Best Possible Patient Experience,PAT,INN,high,full,"Primary theme is clearly patient experience and quality (HRO journey, patient-centric care, hospital experience). Secondary theme INN assigned due to substantial focus on leveraging technology for care delivery. Master program/Foundation work supports infrastructure but is secondary to patient experience focus.",ok
707_2,707,2,Continually Building a Passionate Team,WRK,NA,high,name_description,"Clear workforce focus: recruitment, retention, culture reinforcement, and physician support all align with WRK. No substantial secondary theme present.",ok
707_3,707,3,Anticipating and Responding to the Needs of our Community,PAR,ACC,high,name_description,Primary theme is PAR due to explicit focus on OHT collaboration and community partnerships to identify needs. Secondary theme is ACC because optimizing service offerings to meet community needs directly relates to access and care delivery model. EDI elements present but serve the broader access/partnership goals rather than constituting a standalone strategic focus.,ok
707_4,707,4,Championing System Improvements,PAR,FIN,high,name_description,"Primary focus on system-level partnerships and collaboration ('working with others', 'creative partnerships', 'working within the Ontario health system'). Secondary FIN theme present due to explicit focus on 'new and different approaches to funding and resourcing' as a means to achieve strategic goals.",ok
709_1,709,1,Services,ACC,INF,high,full,"Primary ACC: Focus on expanding service capacity and access (OR hours, diagnostic volumes, service planning). Secondary INF: Operational efficiency targets (OR utilization, resource capacity optimization) support the access goals.",ok
709_2,709,2,Quality (&Risk),PAT,INN,high,full,"Primary theme is clearly PAT based on description emphasizing patient-centered quality care dimensions (timely, efficient, effective, equitable, safe) and patient satisfaction survey. Secondary theme INN assigned due to substantial focus on electronic documentation implementation across multiple programs. Accreditation and risk assessment support quality/safety focus.",ok
709_3,709,3,Human Resources,WRK,EDI,high,full,"Primary WRK: Core focus on workplace culture, staff engagement, and leader well-being. Secondary EDI: Substantial emphasis on unconscious bias training, inclusive language, and inclusion as part of workplace culture. Both themes are clearly and substantially represented in actions.",ok
709_4,709,4,Finance (& Resources),FIN,NA,high,full,"Clear financial sustainability focus. Actions specify balanced budget targets and supply chain cost reductions. 'Sustainable and resilient' in this context refers to fiscal sustainability, not workforce or environmental.",ok
709_5,709,5,Stewardship & Partnerships,PAR,ACC,high,full,Primary theme is PAR based on explicit emphasis on 'partnerships' and 'integrated network of regional care' in description. Secondary theme is ACC due to concrete actions focused on increasing access to primary care through provider recruitment and exploring alternative care models. Financial stewardship mentioned but not substantively developed in actions.,ok
714_1,714,1,EXCELLENCE IN CARE: POWERED BY DISCOVERY,RES,PAT,high,full,"Primary RES: Core focus on research discovery, translational pipeline, research governance, and integrating research into clinical care. Secondary PAT: Explicit commitment to evolving care to meet community needs and improving clinical outcomes through research application. Teaching hospital context supports strong research mission.",ok
714_2,714,2,A VIBRANT WORKFORCE,WRK,EDI,high,full,"Primary WRK: Core focus on recruitment, retention, wellbeing, recognition, meaningful work, and career enrichment. Secondary EDI: Explicit commitment to embedding EDIB principles throughout the research community. The learning culture mentioned relates to staff development (WRK) rather than formal academic programs (RES).",ok
714_3,714,3,PARTNERING FOR IMPACT,PAR,RES,high,full,"Primary PAR: Core focus on building strategic partnerships and collaborations. Secondary RES: Substantial emphasis on research ecosystem, research advocacy, and research funding sustainability. The partnership lens is applied specifically to advancing the research mission.",ok
718_1,718,1,Achieve excellence in quality patient care,PAT,INN,high,name_description,"Primary theme is clearly patient quality and safety (evidence-based standards, patient safety). Secondary theme INN assigned due to substantial Digital Health Strategy execution. Continuous improvement culture could suggest ORG, but in context it serves quality improvement goals (PAT).",ok
718_2,718,2,Nurture and support our people,WRK,EDI,high,name_description,"Primary WRK: workplace environment, well-being, safety, workplace of choice all clearly workforce-focused. Secondary EDI: explicit commitment to embedding DEI culture is substantial, not merely mentioned.",ok
718_3,718,3,Re-imagine how we deliver care,PAR,ACC,high,name_description,"Primary focus on Ontario Health Team implementation and partner relationships clearly indicates system integration and collaboration (PAR). Secondary theme ACC reflects the care delivery transformation implied by 're-imagine how we deliver care' and OHT's integrated care delivery model. No description provided, but actions strongly support classification.",ok
718_4,718,4,Collaborate to deliver outstanding care experience,PAT,INF,high,name_description,Primary theme is PAT based on 'outstanding care experience' in direction name. Secondary theme INF assigned for 'operational excellence' and 'effective and efficient use of resources' which are operational efficiency goals. The creativity/innovation element is present but subordinate to the operational excellence focus.,ok
723_1,723,1,"Equity, Diversity, Inclusivity & Belonging",EDI,NA,high,name_description,NA,ok
723_2,723,2,Partnerships,PAR,WRK,medium,name_description,Primary PAR based on 'maximize external partnership opportunities' and stakeholder engagement. Secondary WRK for 'engage with our Team' component. Communication plan treated as enabler for partnership/engagement goals rather than standalone theme.,ok
723_3,723,3,Safety,PAT,WRK,high,name_description,Primary PAT: technology for patient/resident safety is explicitly patient-focused. Secondary WRK: just culture and workplace violence mitigation are workforce-focused safety initiatives. Both themes substantially represented in actions.,ok
723_4,723,4,Seamless Care,ACC,PAT,high,name_description,"Primary ACC: focus on care transitions, optimization of flow, and service enhancement reflects access and care delivery model. Secondary PAT: collaboration with patients/families for positive experience is patient-centred care, though less prominent than the access/delivery focus.",ok
723_5,723,5,Sustainability,FIN,WRK,medium,name_description,"Direction explicitly states 'attain financial sustainability' as a key action, making FIN primary. 'Innovative talent management strategies' represents substantial WRK content (workforce sustainability, retention). Environmental initiatives mentioned but not detailed enough to warrant ORG as secondary theme.",ok
724_1,724,1,Quality of Care & Patient/Resident Safety,PAT,ACC,high,full,"Primary theme is clearly PAT based on quality, safety, outcomes, satisfaction, and patient-centered care focus. Secondary theme ACC is substantially present through 'right care closer to home', access initiatives (GH access, non-urgent transport), and exceeding expectations through service delivery. Quality Improvement Plan and Emergency Plans reinforce PAT focus.",ok
724_2,724,2,Our People & Our Mission,WRK,NA,high,full,"Clear workforce focus: healthy workplace, workplace of choice, recruitment and retention, HR plan. Spiritual/religious care is a service offering but in context of overall people/mission strategy, the dominant intent is workforce sustainability and culture.",ok
724_3,724,3,Our Community: Working Together for Better Integration,PAR,EDI,high,full,"Primary theme is PAR based on dominant focus on collaboration with external health care providers, stakeholders, Ontario Health Team affiliation, and rural health hub expansion. Secondary theme is EDI due to explicit commitment to equity, diversity and inclusivity both internally and externally, supported by dedicated EDI actions. Integration and partnership language is central throughout.",ok
724_4,724,4,"Financial Responsibility, Accountability & Transparency",FIN,GOV,high,full,"Primary FIN: core focus on financial stability and sustainability. Secondary GOV: accountability agreements, risk registry, and transparency mechanisms reflect governance and oversight structures.",ok
726_1,726,1,Continual Excellence,PAT,ORG,high,full,"Primary PAT: Strong focus on safety/quality standards, person-centered care, patient comfort, PFAC engagement, and optimal patient outcomes. Secondary ORG: Substantial emphasis on continuous improvement of systems/processes/policies and evidence-informed decision-making as organizational practices. Partnership coordination mentioned but serves patient care delivery rather than being a strategic partnership focus.",ok
726_2,726,2,Trust and Belonging,EDI,WRK,high,full,"Primary EDI: Strong focus on Indigenous cultural safety, health equity, diversity/inclusion/belonging, addressing health gaps, marginalized groups representation, Francophone care needs. Secondary WRK: Building belonging among staff ('our people'), team culture, purposeful language to ingrain culture. The direction spans both equity (external/patient-facing) and workforce culture (internal), but equity themes dominate the action list.",ok
726_3,726,3,Dedicated Team,WRK,ORG,high,full,"Primary WRK: Strong focus on workforce elements (retention, talent development, learning, staff appreciation, engagement). Secondary ORG: Substantial emphasis on organizational culture, values integration, and how the institution operates internally. The direction bridges people management and institutional culture-building.",ok
726_4,726,4,Sustainable Growth,FIN,WRK,high,full,"Primary FIN: explicit financial sustainability goal, fiscal responsibility, resource efficiency, and funding opportunities are central. Secondary WRK: substantial focus on being 'organization of choice', recruitment, culture, and engaging people. Infrastructure and technology are present but serve the broader sustainability and workforce goals rather than being primary strategic intents.",ok
734_1,734,1,Exceptional Patient Care,PAT,ACC,high,full,"Primary theme is clearly patient experience and quality (personalized, compassionate, high-quality care, safety, patient/family involvement). Secondary theme ACC assigned due to explicit mention of 'timely and accessible care' in actions, which represents a substantial access component alongside the dominant quality/experience focus.",ok
734_2,734,2,Outstanding Team,WRK,NA,high,full,NA,ok
734_3,734,3,Operational Excellence,INF,FIN,high,full,"Primary INF: Core focus on operational excellence, infrastructure, facilities safety, and internal process improvement. Secondary FIN: Explicit mention of financial stewardship and resource management as a key action. Governance integration mentioned but serves operational efficiency rather than governance reform itself.",ok
734_4,734,4,Community Partnerships and Connection,PAR,ACC,high,full,"Primary PAR: Core focus on external partnerships, community collaboration, Ontario Health Teams integration, and stakeholder engagement. Secondary ACC: Enhancing access to care through outreach and addressing local health needs is a substantial secondary objective, not merely incidental.",ok
734_5,734,5,Innovation and Digital Enablement,INN,NA,high,full,NA,ok
736_1,736,1,Clinical Excellence,PAT,ACC,high,full,"Primary PAT: core focus on clinical excellence, evidence-informed care, quality, and patient outcomes. Secondary ACC: actions explicitly address access ('right care, right place, right time') and integrated care pathways for service delivery.",ok
736_2,736,2,Quality and Safety,PAT,WRK,high,full,"Primary is PAT due to explicit focus on quality, safety, and patient care outcomes (Quintuple Aim). Secondary is WRK because just culture, empowerment, psychological safety, and continuous learning are workforce culture elements that enable the quality outcomes.",ok
736_3,736,3,Experience,PAT,WRK,high,full,"Direction explicitly addresses both patient experience (transitions of care) and workforce experience (best place to work, education/development/engagement). Patient experience is listed first in actions and emphasized in description, making it primary. Workforce development and engagement are substantial enough to warrant secondary classification as WRK.",ok
736_4,736,4,New Models of Care,ACC,PAR,high,full,"Primary ACC: Core focus on care delivery models, distributing services closer to home, preserving acute capacity, and improving access. Secondary PAR: Substantial emphasis on collaboration with partners to build integrated care system. Population health and value-based care approaches support both themes but primarily serve the access/delivery model transformation.",ok
736_5,736,5,"Partnerships, Research and Academics",RES,PAR,high,full,"Primary RES: Core focus on research expansion, academic mission, and Learning Health System approach (knowledge development). Secondary PAR: Substantial emphasis on partnerships with community and external stakeholders, including philanthropic partnerships. Both themes are clearly and substantially represented.",ok
736_6,736,6,People,WRK,NA,high,full,NA,ok
736_7,736,7,Sustainability,FIN,ORG,high,full,"Primary is FIN: stewardship of taxpayer dollars, maximizing value/efficiency, securing funding, and revenue generation are all financial sustainability concepts. Secondary is ORG: environmental sustainability is explicitly mentioned as a focus area with actions to minimize environmental footprint, which falls under organizational excellence/values rather than any other theme.",ok
736_8,736,8,Infrastructure,INF,INN,high,full,"Primary is clearly INF (facilities, capital planning, campus redevelopment). Secondary is INN due to explicit mention of 'new technologies' and equipment upgrades, which represents substantial technology adoption alongside the infrastructure focus.",ok
736_9,736,9,Data and Analytics,INN,NA,high,full,"Clear focus on data analytics platform, integration, and predictive analytics capabilities. Population health management is enabled through analytics infrastructure rather than being a care delivery model change. Strong fit with INN theme.",ok
736_10,736,10,Digital Health,INN,ACC,high,full,"Primary INN: Core focus on digital transformation, technology adoption, and system interoperability. Secondary ACC: Actions explicitly target care delivery models and workflow optimization that affect service delivery. The Quintuple Aim reference and 'convenient and connected' language indicate technology as enabler of improved access and care delivery.",ok
745_1,745,1,We are Connected,PAR,ACC,high,name_description,Primary PAR: 'Coordinated System Navigation' and 'Shared Decision Making & Accountability' indicate cross-organizational collaboration and system integration. Secondary ACC: 'Integrated Care Planning' reflects care delivery coordination and seamless access across the continuum.,ok
745_2,745,2,We are Soldiers',WRK,NA,high,name_description,"Clear workforce focus: professional aspirations (career development) and whole self well-being (staff wellness) are core WRK concepts. 'We are Soldiers'' appears to be an organizational identity statement tied to the hospital name, but the actions are entirely workforce-centered.",ok
745_3,745,3,We Adapt and Advance,PAT,INN,medium,name_description,Primary PAT based on explicit 'Quality Improvement & Enhanced Patient Safety'. Secondary INN for 'Modernized' QI approach and future growth orientation suggesting innovation/transformation. 'Adapt and Advance' label is vague but actions clarify focus.,ok
751_1,751,1,Excellent care,PAT,INN,high,full,"Primary PAT: Core focus on quality care, safety culture, patient outcomes, and holistic assessment of child/youth needs. Secondary INN: Explicit mention of innovation in care delivery and program adaptation. Education component supports both themes but is framed as extending care excellence rather than academic mission (RES).",ok
751_2,751,2,Everyone belongs,EDI,NA,high,full,"Clear EDI focus: anti-discrimination, inclusion, Indigenous reconciliation, equity in care delivery. Training mentioned is EDI-specific competency building, not general workforce development. Data/analysis serves EDI measurement, not a standalone innovation focus.",ok
751_3,751,3,Strong team,WRK,NA,high,full,NA,ok
751_4,751,4,Bright future,RES,INN,high,full,"Primary RES: Core focus on research programs, research institute integration, study recruitment, and research translation. Secondary INN: Data collection/use and leveraging research for system improvement reflect innovation and data analytics. Environmental sustainability mention is minor and does not warrant ORG classification.",ok
751_5,751,5,Connected care,PAR,RES,high,full,"Primary theme is PAR: core focus on partnerships, networks, and system integration to deliver care across communities. Secondary theme is RES: explicit emphasis on academic teaching role and training health professionals. Access mentioned but as an outcome of partnerships, not a standalone access/capacity initiative.",ok
753_1,753,1,Serve a growing and aging population,ACC,PAR,high,full,"Primary focus is clearly on expanding access and capacity to serve a growing population (210,000 more patients). Actions include adding beds, expanding service offerings, and optimizing care delivery models. Secondary theme PAR reflects the explicit partnership approach with primary care providers and community networks. Infrastructure elements (redevelopment) are means to the access goal, not the strategic intent itself.",ok
753_2,753,2,Expand French-language services,ACC,PAR,high,full,"Primary theme is ACC: expanding access to services for a specific population (Francophone communities). Secondary theme is PAR: explicit emphasis on partnerships with other institutions and primary care providers to deliver these services. The patient experience mention is in service of access, not a quality/experience initiative per se.",ok
753_3,753,3,Strengthen our social accountability,EDI,PAT,high,full,"Primary EDI: Core focus on health equity, vulnerable populations, Indigenous reconciliation, diversity in governance, and reducing health disparities. Secondary PAT: Patient experience improvements through culturally appropriate practices directly serve patient-centred care goals. The addiction service also supports access for vulnerable populations but is framed within the equity lens.",ok
753_4,753,4,Enhance the impact of education and research,RES,NA,high,full,"Clear research and academic mission focus: cultivating next-generation knowledge, multidisciplinary activity, knowledge transfer, increasing Francophone learners through postsecondary partnerships, and expanding research volume/quality. All elements align with RES (research programs, academic partnerships, teaching, medical education).",ok
753_5,753,5,Innovate to remain a sought-after environment,WRK,INN,high,full,"Primary focus is workforce retention and well-being in context of labour shortage. Secondary theme INN reflects substantial digital transformation (Epic EHR, AI tools) and innovation partnerships. Choosing Wisely recognition relates to resource efficiency but serves the broader workforce sustainability goal.",ok
763_1,763,1,Care for Our People,WRK,PAT,high,full,"Despite the name 'Care for Our People' suggesting patient focus, the majority of actions center on workforce (learning opportunities, safe work environment, staff EDI). Patient-centered care is present (patient/family involvement in care design, team-based care models) but secondary to the workforce emphasis. The description 'care for our patients' is somewhat misleading given the action breakdown.",ok
763_2,763,2,Care for Our Community,PAT,ACC,high,full,"Primary PAT: Core focus on improving care quality, implementing leading practices, and patient/family navigation. Secondary ACC: Substantial emphasis on addressing care gaps, assessing needs, and supporting community health access. Vulnerable populations could suggest EDI, but framed here as a quality/access issue rather than equity-specific programming.",ok
763_3,763,3,Care with Our Partners,PAR,ACC,high,full,"Primary focus is clearly on partnerships and collaboration with external organizations (primary care, community, long-term care, regional hospitals). Secondary theme ACC is substantially present through explicit goals of optimizing access and building networks to improve care delivery. The direction is fundamentally about working across organizational boundaries to improve system integration.",ok
763_4,763,4,An Authentic and Inclusive Culture,ORG,WRK,high,name_description,"Primary ORG: focuses on organizational culture, values, and how the institution operates. Secondary WRK: substantial emphasis on creating a welcoming/safe environment for staff, empowerment, and teamwork — core workforce culture elements. The direction bridges organizational identity with workforce experience.",ok
763_5,763,5,Robust Data and Digital Health Capabilities,INN,NA,high,name_description,"Clear focus on digital health technologies, data capabilities, and technology-enabled decision-making. While improved patient care and operational workflow are mentioned as outcomes, the strategic intent is fundamentally about digital transformation and data infrastructure.",ok
763_6,763,6,Open Communication,ORG,NA,high,name_description,"Communication is a 'how' not a 'what'. This direction describes organizational values and how the hospital operates as an institution — transparent, comprehensive engagement across all stakeholder groups. It's about organizational culture and operating principles rather than serving a specific strategic purpose like patient experience, workforce engagement, or partnerships.",ok
763_7,763,7,Financial and Environmental Stewardship,FIN,ORG,high,name_description,"Primary FIN: financial stewardship and resource efficiency are core. Secondary ORG: environmental sustainability and eco-friendly initiatives represent organizational values and operational culture, per taxonomy guidance that environmental sustainability maps to ORG.",ok
768_1,768,1,Quality of care,PAT,ACC,high,full,"Primary theme is clearly PAT based on patient/family experience focus, patient safety, and quality objectives. Secondary theme ACC is substantially present through 'access to care without barriers' and emergency redevelopment improving service delivery capacity. Performance measurement serves quality improvement goals (PAT).",ok
768_2,768,2,System integration,PAR,ACC,high,full,Primary PAR: explicit focus on partnerships and Ontario Health Team leadership (system integration). Secondary ACC: seamless patient-centred care delivery is a substantial outcome goal. Technology investment supports both themes but is instrumental rather than strategic intent.,ok
768_3,768,3,Financial performance,FIN,NA,high,full,"Clear financial sustainability focus. 'Efficiency and sustainability' here refers to financial sustainability and resource stewardship, not workforce or environmental sustainability.",ok
768_4,768,4,Strength in people,WRK,NA,high,full,NA,ok
771_1,771,1,Provide timely and excellent care,PAT,ACC,high,full,"Primary PAT: quality improvement, safety, patient partnership, and patient-centred care are central. Secondary ACC: virtual care, rapid-access models, and Command Centre for flow/efficiency represent substantial access and care delivery improvements.",ok
771_2,771,2,Be a workplace where people can thrive,WRK,EDI,high,full,"Primary WRK: workplace well-being, development opportunities, workforce planning clearly dominant. Secondary EDI: inclusion and welcoming perspectives substantially represented in actions. Environmental stewardship noted but insufficient for ORG secondary theme.",ok
771_3,771,3,Expand tertiary services to support our region,ACC,PAR,high,full,"Primary ACC: expanding tertiary services is fundamentally about increasing access to specialized care and service delivery capacity. Secondary PAR: integrated mental health model explicitly mentions partners, and regional service expansion implies system-level coordination.",ok
771_4,771,4,"Transform data, analytics and technology to support people today and into the future",INN,NA,high,name_description,"Clear digital transformation and data analytics focus. All actions center on technology adoption and data-driven decision-making, which are core INN concepts. While 'improve quality of care' could suggest PAT, it's the means (data/analytics) not the end that defines this direction's strategic intent.",ok
771_5,771,5,Build our teaching and research focus,RES,WRK,high,name_description,"Primary RES: medical learner training and research partnerships clearly indicate academic mission. Secondary WRK: training programs for patient care/support roles represents staff professional development, distinct from medical education.",ok
777_1,777,1,Seamless System of Care,ACC,PAR,high,name_description,"Primary ACC: core focus on seamless, coordinated care delivery and access. Secondary PAR: explicit mention of care 'beyond the walls' and population health implies external partnerships and system integration.",ok
777_2,777,2,Exceptional Care Experience,PAT,NA,high,name_description,NA,ok
777_3,777,3,Positive Work Life,WRK,NA,high,name_description,NA,ok
777_4,777,4,Stewardship and Sustainability,FIN,NA,high,name_description,"Clear focus on resource stewardship and sustainability in healthcare context. 'Best use of resources' and 'sustainable health care' align with fiscal accountability and financial sustainability. No actions provided, but description strongly supports FIN classification.",ok
777_5,777,5,Pandemic Response and Recovery,ORG,WRK,medium,name_description,"Pandemic response/recovery is fundamentally about organizational resilience, learning, and preparedness — core ORG concepts. Secondary WRK assigned because pandemic recovery typically involves substantial workforce rebuilding, wellness, and retention efforts, though not explicitly stated. Without key_actions, cannot determine if clinical quality (PAT), operations (INF), or other themes are substantially present.",ok
777_6,777,6,Integrated Care,PAR,ACC,high,name_description,Primary PAR: 'enhanced partnerships' is explicitly stated as the mechanism. Secondary ACC: 'coordinated continuum of care' and 'service delivery models' reflect care delivery integration and access goals. Both themes are substantially present.,ok
777_7,777,7,Connected Care,INN,PAT,high,name_description,"Primary is INN due to explicit focus on 'digital health solutions' and 'optimize' technology. Secondary is PAT because the purpose is clearly to enhance 'patient care outcomes' and 'patient experience'. Provider experience could suggest WRK, but in context of digital health optimization, this reads as clinical workflow improvement supporting patient care rather than workforce development.",ok
777_8,777,8,"Diversity, Equity, and Inclusion",EDI,NA,high,name_description,"Clear EDI focus on fostering trust, value, respect, and support for all. No secondary theme warranted as description centers entirely on inclusion and belonging.",ok
777_9,777,9,Learning Culture,WRK,ORG,high,name_description,Primary WRK: focuses on staff learning culture and professional development. Secondary ORG: includes organizational culture development and continuous improvement systems. Both themes substantially represented in creating a learning organization.,ok
781_1,781,1,Drive High-Quality People-Centred Care,PAT,EDI,high,name_description,"Primary theme is PAT based on explicit focus on quality improvement, patient-centred care, and care transitions. Secondary theme is EDI due to substantial commitment to Indigenous cultural safety and care for diverse populations. The EHR implementation serves the quality/patient experience goal rather than being a digital transformation initiative per se.",ok
781_2,781,2,Nurture Our People,WRK,EDI,high,name_description,"Primary WRK: Core focus on workforce culture, engagement, and creating a supportive work environment. Secondary EDI: Explicit action on Truth and Reconciliation and EDI work. Academic/research capabilities mentioned but in service of workforce excellence rather than as a standalone research mission.",ok
781_3,781,3,Lead and Enhance Regional Specialized Care,PAR,ACC,high,name_description,"Primary PAR: Focus on system-level leadership, sharing learnings with peers, and regional coordination. Secondary ACC: Bringing specialized services closer to home addresses access and service delivery. The Indigenous cultural safety sharing component supports PAR (external collaboration/system influence) rather than internal EDI work.",ok
781_4,781,4,Strategic Partnerships,PAR,NA,high,name_description,Clear focus on external relationships and system-level collaboration. 'System change' indicates interorganizational work rather than internal organizational culture.,ok
781_5,781,5,Digital and Data Infrastructure,INN,INF,high,name_description,"Primary INN: core focus on digital transformation, data analytics, technology innovations and AI. Secondary INF: 'infrastructure' in name and operational efficiency goals indicate foundational systems/operations component.",ok
